definir_nombre_tournois 10
Hesse_Amandine Loredana_Ioana
Hsieh_Su-wei Pavlyuchenkova_Anastasia
Kulikova_Anastasia Snigur_Daria
Eikeri_Ulrikke Sanesi_Gaia
Lourdes_Maria Frech_Magdalena
Bencic_Belinda Siegemund_Laura
Sawangkaew_Mananchaya Bhunu_Valeria
Akita_Shiho Bouzkova_Marie
Helgø_Malene Zhang_Ying
Lee_Ya-Hsuan Niculescu_Monica
Suarez_Carla Montez_Pamela
Naito_Yuki Saner_Julita
Njiric_Silvia Ghioroaie_Ylona-Georgiana
Payola_Julia Chang_Sophie
Astakhova_Darya Brancaccio_Nuria
Ioana_Laura Dalakishvili_Mariam
Boskovic_Lea Rey_Alba
Kruzhkova_Daria Zavatska_Katarina
Kostyuk_Marta Montgomery_Robin
Kolodynska_Jana Duval_Victoria
Brouleau_Lou Han_Na-lae
Bassols_Marina Kempen_Magali
Pliskova_Kristyna Keys_Madison
Cortez_Lucia Vesnina_Elena
Anisimova_Amanda Samsonova_Ludmilla
Gutierrez_Maria Amanmuradova_Akgul
Chlpac_Agustina Jeong_Sunam
Yi_Ya Kiick_Allie
Cabrera_Lizette Lorenzo_Francesca
Yashina_Ekaterina Ochsner_Svenja
Ivakhnenko_Valentyna Lukas_Tena
Kolar_Nastja Curovic_Tamara
Radisic_Nika Samir_Sandra
Bondar_Anna Peng_Shuai
Kubka_Martyna Papamichail_Despina
Prati_Federica Yadlapalli_Pranjala
Hsieh_Su-wei Hesse_Amandine
Kulikova_Anastasia Eikeri_Ulrikke
Bencic_Belinda Lourdes_Maria
Sawangkaew_Mananchaya Akita_Shiho
Helgø_Malene Lee_Ya-Hsuan
Suarez_Carla Naito_Yuki
Njiric_Silvia Payola_Julia
Ioana_Laura Astakhova_Darya
Boskovic_Lea Kruzhkova_Daria
Kolodynska_Jana Kostyuk_Marta
Brouleau_Lou Bassols_Marina
Cortez_Lucia Pliskova_Kristyna
Gutierrez_Maria Anisimova_Amanda
Chlpac_Agustina Yi_Ya
Yashina_Ekaterina Cabrera_Lizette
Ivakhnenko_Valentyna Kolar_Nastja
Bondar_Anna Radisic_Nika
Prati_Federica Kubka_Martyna
Kulikova_Anastasia Hsieh_Su-wei
Sawangkaew_Mananchaya Bencic_Belinda
Helgø_Malene Suarez_Carla
Njiric_Silvia Ioana_Laura
Boskovic_Lea Kolodynska_Jana
Cortez_Lucia Brouleau_Lou
Chlpac_Agustina Gutierrez_Maria
Ivakhnenko_Valentyna Yashina_Ekaterina
Prati_Federica Bondar_Anna
Sawangkaew_Mananchaya Kulikova_Anastasia
Njiric_Silvia Helgø_Malene
Cortez_Lucia Boskovic_Lea
Chlpac_Agustina Ivakhnenko_Valentyna
Sawangkaew_Mananchaya Prati_Federica
Cortez_Lucia Njiric_Silvia
Sawangkaew_Mananchaya Chlpac_Agustina
Sawangkaew_Mananchaya Cortez_Lucia
enregistrement_tournoi Melbourne 2021
Miyazaki_Yuriko Orpana_Oona
Mansouri_Yasmine Kruzhkova_Daria
Kladivova_Aneta Wickmayer_Yanina
Lee_Hua-Chen Lavino_Irene
Garcia_Georgina Cascino_Estelle
Parry_Diane Marshall_Amber
Jakupovic_Dalila Bucsa_Cristina
Dabrowski_Gabriela Garland_Joanna
Mrdeza_Tereza Cabaj_Jacqueline
Zvonareva_Vera Dinu_Cristina
Shapatava_Sofia Mattek-Sands_Bethanie
Tomic_Sara Jebawy_Jasmin
Chaudhari_Vaidehi Lim_Alize
Jorovic_Ivana Hu_Victoria
Duval_Victoria Vikhlyantseva_Natalia
Carrillo_Alba Lazaro_Andrea
Lu_Jiajing Carreras_Amanda
Tan_Harmony Barthel_Mona
Nuudi_Maileen PotoCnik_Nina
Ivanova_Dasha Yi_Hong
Oosterhout_Erica Konta_Johanna
Kuwata_Hiroko Doroshina_Olga
Shaffer_Kennedy Zimmermann_Kimberley
Fernandez_Leylah Ruse_Elena-Gabriela
Dascalu_Nicoleta Helgø_Malene
Brancaccio_Nuria Hance_Kimmi
Kawa_Katarzyna Kontaveit_Anett
Matusova_Barbora Boisson_Lois
Arshinkova_Petia Ponchet_Jessika
Udvardy_Panna Kostova_Elitsa
Ce_Gabriela Loredana_Ioana
Bondarenko_Kateryna Beth_Sarah
Custic_Marta Gadecki_Olivia
Timofeeva_Maria Bjorklund_Mirjam
Hontama_Mai CvetkoviC_Tina
Errani_Sara Sema_Erika
Yudanov_Marina Lao_Danielle
Christie_Freya Strakhova_Valeriya
Shalimova_Ekaterina Aksu_Ayla
Kaji_Haruka Noel_Alexa
Spigarelli_Martina Webley-Smith_Emily
Livianu_Jessica Gjorcheska_Lina
Ccuno_Romina Bakhmutkina_Polina
Hobgarski_Katharina Babel_Oceane
Jokic_Katarina Stokke_Melanie
Fita_Angela Gavrila_Oana
Craciun_Georgia Brouleau_Lou
Kubka_Martyna Elie_Jennifer
Contreras_Fernanda Chang_Han-na
Azarenka_Victoria Tkacheva_Mariia
Friedsam_Anna-Lena Khazaniuk_Deniz
Ying_Fang Gabueva_Angelina
Oz_Ipek Nagy_Adrienn
Rushiti_Arlinda Tomanova_Nikola
Kudermetova_Veronika Muramatsu_Chihiro
Kolodynska_Jana Uslu_Ozlem
Capurro_Martina Yoruk_Ilay
Olyanovskaya_Valeriya Alexandrova_Ekaterina
Krawczyk_Desirae Ozaki_Risa
Piai_Eduarda Komardina_Anastasiya
Krunic_Aleksandra Palkina_Ksenia
Eraydin_Basak Kerkhove_Lesley
Liu_Claire Klasen_Anna
Primorac_Iva Turati_Anna
Mansouri_Yasmine Miyazaki_Yuriko
Kladivova_Aneta Lee_Hua-Chen
Parry_Diane Garcia_Georgina
Jakupovic_Dalila Dabrowski_Gabriela
Zvonareva_Vera Mrdeza_Tereza
Shapatava_Sofia Tomic_Sara
Jorovic_Ivana Chaudhari_Vaidehi
Carrillo_Alba Duval_Victoria
Tan_Harmony Lu_Jiajing
Nuudi_Maileen Ivanova_Dasha
Kuwata_Hiroko Oosterhout_Erica
Fernandez_Leylah Shaffer_Kennedy
Brancaccio_Nuria Dascalu_Nicoleta
Matusova_Barbora Kawa_Katarzyna
Arshinkova_Petia Udvardy_Panna
Bondarenko_Kateryna Ce_Gabriela
Timofeeva_Maria Custic_Marta
Hontama_Mai Errani_Sara
Christie_Freya Yudanov_Marina
Shalimova_Ekaterina Kaji_Haruka
Livianu_Jessica Spigarelli_Martina
Ccuno_Romina Hobgarski_Katharina
Jokic_Katarina Fita_Angela
Kubka_Martyna Craciun_Georgia
Azarenka_Victoria Contreras_Fernanda
Ying_Fang Friedsam_Anna-Lena
Oz_Ipek Rushiti_Arlinda
Kolodynska_Jana Kudermetova_Veronika
Capurro_Martina Olyanovskaya_Valeriya
Piai_Eduarda Krawczyk_Desirae
Eraydin_Basak Krunic_Aleksandra
Primorac_Iva Liu_Claire
Kladivova_Aneta Mansouri_Yasmine
Jakupovic_Dalila Parry_Diane
Zvonareva_Vera Shapatava_Sofia
Jorovic_Ivana Carrillo_Alba
Tan_Harmony Nuudi_Maileen
Fernandez_Leylah Kuwata_Hiroko
Brancaccio_Nuria Matusova_Barbora
Bondarenko_Kateryna Arshinkova_Petia
Hontama_Mai Timofeeva_Maria
Christie_Freya Shalimova_Ekaterina
Ccuno_Romina Livianu_Jessica
Kubka_Martyna Jokic_Katarina
Ying_Fang Azarenka_Victoria
Kolodynska_Jana Oz_Ipek
Capurro_Martina Piai_Eduarda
Primorac_Iva Eraydin_Basak
Kladivova_Aneta Jakupovic_Dalila
Zvonareva_Vera Jorovic_Ivana
Fernandez_Leylah Tan_Harmony
Brancaccio_Nuria Bondarenko_Kateryna
Hontama_Mai Christie_Freya
Ccuno_Romina Kubka_Martyna
Kolodynska_Jana Ying_Fang
Capurro_Martina Primorac_Iva
Zvonareva_Vera Kladivova_Aneta
Fernandez_Leylah Brancaccio_Nuria
Ccuno_Romina Hontama_Mai
Kolodynska_Jana Capurro_Martina
Zvonareva_Vera Fernandez_Leylah
Ccuno_Romina Kolodynska_Jana
Ccuno_Romina Zvonareva_Vera
afficher_classement
enregistrement_tournoi Paris 2021
Satralova_Denisa Lopatetska_Daria
Gerlach_Katharina Glushko_Lina
Ibbou_Ines Vangelova_Ani
Ahn_Kristie Williams_Venus
Murray_Samantha CvetkoviC_Tina
Parks_Alycia Nagy_Adrienn
Turati_Anna Tsurenko_Lesia
Haddad_Beatriz Kostova_Elitsa
Kim_Da-bin Danilovic_Olga
Scott_Katrina Molinaro_Eleonora
Robbe_Alice Muchova_Karolina
Bakhmutkina_Polina Lee_Hua-Chen
Evtimova_Dia Abe_Hiromi
Ghitescu_Andreea Kubka_Martyna
Bara_Irina Milovanovic_Elena
Bektas_Emina Muramatsu_Chihiro
Ayukawa_Mana Kanev_Kathleen
Alexandrova_Ekaterina Osuigwe_Whitney
Vasilescu_Arina Dema_Viktoriia
Ene_Cristina Hobgarski_Katharina
Olmos_Giuliana Arcidiacono_Federica
Kenin_Sofia Gavrila_Oana
Muhammad_Asia Cheapchandej_Patcharin
Woo_Yeon Klincov_Bojana
Inoue_Hina Koval_Vlada
Dolehide_Caroline Badosa_Paula
Zimmermann_Kimberley Cepelova_Jana
Drazic_Mariana Kajuru_Ange
Bellis_Catherine Fita_Angela
Jones_Francesca Bertoloni_Anita
Loeb_Jamie Ghioroaie_Ylona-Georgiana
Belgraver_Julie Kennel_Karin
Kuznetsova_Svetlana Maristany_Guiomar
Bonaventure_Ysaline Williams_Serena
Shaffer_Kennedy Hance_Kimmi
Rogers_Shelby Hradecka_Lucie
Ruzic_Antonia Lapko_Vera
Kaji_Haruka Hsu_Chieh-yu
Bilardo_Federica Hives_Zoe
Ureke_Anna Akita_Shiho
Serban_Raluca Monnet_Carole
Samsonova_Ludmilla Oliynykova_Oleksandra
Kawamura_Mana Tomanova_Nikola
Martic_Petra Bencic_Belinda
Pigato_Lisa Nara_Kurumi
Konjuh_Ana Kung_Leonie
Kalinina_Anhelina Ponchet_Jessika
Cheong_Naomi Bavisetti_Sowjanya
Zavatska_Katarina Bosio_Victoria
Werner_Caroline Desperrier_Gaelle
Cornet_Alize Rubini_Stefania
Dart_Harriet Romero_Leyre
Adler_Lou Garcia_Caroline
Kessler_Mccartney Bhatia_Riya
Cabaj_Jacqueline Udvardy_Panna
Carter_Hayley Bulgaru_Miriam
Waltert_Simona Friedsam_Anna-Lena
Kvitova_Petra Hatouka_Yuliya
Kobori_Momoko Rus_Arantxa
Zhuk_Sofya Sun_Ziyue
Jebawy_Jasmin Kasatkina_Daria
Potapova_Anastasia Raggi_Angelica
Chiesa_Deborah Malygina_Elena
Lindh_Emilie Ferro_Fiona
Gerlach_Katharina Satralova_Denisa
Ahn_Kristie Ibbou_Ines
Murray_Samantha Parks_Alycia
Turati_Anna Haddad_Beatriz
Kim_Da-bin Scott_Katrina
Bakhmutkina_Polina Robbe_Alice
Evtimova_Dia Ghitescu_Andreea
Bara_Irina Bektas_Emina
Alexandrova_Ekaterina Ayukawa_Mana
Vasilescu_Arina Ene_Cristina
Kenin_Sofia Olmos_Giuliana
Woo_Yeon Muhammad_Asia
Inoue_Hina Dolehide_Caroline
Drazic_Mariana Zimmermann_Kimberley
Bellis_Catherine Jones_Francesca
Loeb_Jamie Belgraver_Julie
Bonaventure_Ysaline Kuznetsova_Svetlana
Rogers_Shelby Shaffer_Kennedy
Ruzic_Antonia Kaji_Haruka
Ureke_Anna Bilardo_Federica
Samsonova_Ludmilla Serban_Raluca
Martic_Petra Kawamura_Mana
Konjuh_Ana Pigato_Lisa
Kalinina_Anhelina Cheong_Naomi
Zavatska_Katarina Werner_Caroline
Cornet_Alize Dart_Harriet
Adler_Lou Kessler_Mccartney
Cabaj_Jacqueline Carter_Hayley
Kvitova_Petra Waltert_Simona
Kobori_Momoko Zhuk_Sofya
Jebawy_Jasmin Potapova_Anastasia
Chiesa_Deborah Lindh_Emilie
Ahn_Kristie Gerlach_Katharina
Turati_Anna Murray_Samantha
Kim_Da-bin Bakhmutkina_Polina
Bara_Irina Evtimova_Dia
Alexandrova_Ekaterina Vasilescu_Arina
Kenin_Sofia Woo_Yeon
Inoue_Hina Drazic_Mariana
Bellis_Catherine Loeb_Jamie
Rogers_Shelby Bonaventure_Ysaline
Ureke_Anna Ruzic_Antonia
Samsonova_Ludmilla Martic_Petra
Konjuh_Ana Kalinina_Anhelina
Zavatska_Katarina Cornet_Alize
Cabaj_Jacqueline Adler_Lou
Kvitova_Petra Kobori_Momoko
Jebawy_Jasmin Chiesa_Deborah
Ahn_Kristie Turati_Anna
Bara_Irina Kim_Da-bin
Kenin_Sofia Alexandrova_Ekaterina
Bellis_Catherine Inoue_Hina
Ureke_Anna Rogers_Shelby
Konjuh_Ana Samsonova_Ludmilla
Zavatska_Katarina Cabaj_Jacqueline
Jebawy_Jasmin Kvitova_Petra
Ahn_Kristie Bara_Irina
Kenin_Sofia Bellis_Catherine
Konjuh_Ana Ureke_Anna
Jebawy_Jasmin Zavatska_Katarina
Ahn_Kristie Kenin_Sofia
Konjuh_Ana Jebawy_Jasmin
Ahn_Kristie Konjuh_Ana
afficher_classement
enregistrement_tournoi Londres 2021
Granwehr_Alina Gjorcheska_Lina
Osborne_Alexandra Sanz-Llaneza_Almudena
Parrizas_Nuria Samsonova_Ludmilla
Paoletti_Matilde Benoit_Marie
Errani_Sara Evtimova_Dia
Kawa_Katarzyna Kolodziejova_Miriam
Satralova_Denisa Mcadoo_Rasheeda
Selekhmeteva_Oksana MarcinkeviCa_Diana
Jorovic_Ivana Frech_Magdalena
Palkina_Ksenia Mansouri_Yasmine
Blinkova_Anna Kozyreva_Maria
Minella_Mandy Han_Jiangxue
Salvi_Linda Kung_Leonie
Hourigan_Paige Zidansek_Tamara
Sofia_Ana Liu_Claire
Luangnam_Nudnida Parks_Alycia
Grabher_Julia Howard_Zoe
Skamlova_Chantal Strycova_Barbora
Noel_Mallaurie Glushko_Lina
Pachkaleva_Taisya Bavisetti_Sowjanya
Popovic_Ivana Ureke_Anna
Dart_Harriet Colling_Solymar
Babic_Vladica Barnett_Alicia
Zhu_Amy Niemeier_Jule
Parazinskaite_Akvile Wang_Xinyu
Naef_Celine Swiatek_Iga
Katic_Vlada Brady_Jennifer
Waltert_Simona Kasatkina_Daria
Dentoni_Corinna Kuznetsova_Svetlana
Collins_Danielle Cascino_Estelle
Glushko_Julia Yastremska_Dayana
Astakhova_Darya Mateas_Maria
Gavrila_Oana Kajuru_Ange
Gutierrez_Maria Rus_Arantxa
Pellicano_Helene Saigo_Rina
Djoubri_Salma Kerber_Angelique
Morisaki_Kanako Hesse_Amandine
Montgomery_Robin Min_Grace
Samudio_Antonia Kang_Jiaqi
Hanatani_Nagi Pliskova_Karolina
Jokic_Katarina Krunic_Aleksandra
Kerkhove_Lesley Kudermetova_Polina
Sama_Sathwika Bassols_Marina
Jang_Su-Jeong Zlochova_Zuzana
Perez_Ellen Drahota_Dorka
Amiraghyan_Ani Kempen_Magali
Liang_En-shuo Salden_Lara
Khirin_Nicole Jimenez_Victoria
Wirges_Angelina Sleeth_Layne
Rogowska_Olivia Minnen_Greet
Laskutova_Ksenia Dartron_emeline
Van_Chanelle Tubello_Alice
Yadav_Mihika Perrin_Conny
Bulgaru_Miriam Tan_Harmony
Hatouka_Yuliya Sorribes_Sara
Nagy_Adrienn Herdzelas_Dea
Maitane_Usue Kontaveit_Anett
Ma_Shuyue Tanaka_Yuuki
Kozarov_Katarina Stollar_Fanny
Williams_Serena Bara_Irina
Luca_Reka Naya_Guillermina
Appleton_Emily Hradecka_Lucie
Doroshina_Olga Kuzmova_Katarina
Cuk_Pia Piai_Eduarda
Granwehr_Alina Osborne_Alexandra
Paoletti_Matilde Parrizas_Nuria
Errani_Sara Kawa_Katarzyna
Satralova_Denisa Selekhmeteva_Oksana
Palkina_Ksenia Jorovic_Ivana
Blinkova_Anna Minella_Mandy
Salvi_Linda Hourigan_Paige
Luangnam_Nudnida Sofia_Ana
Grabher_Julia Skamlova_Chantal
Pachkaleva_Taisya Noel_Mallaurie
Popovic_Ivana Dart_Harriet
Zhu_Amy Babic_Vladica
Parazinskaite_Akvile Naef_Celine
Katic_Vlada Waltert_Simona
Dentoni_Corinna Collins_Danielle
Astakhova_Darya Glushko_Julia
Gavrila_Oana Gutierrez_Maria
Djoubri_Salma Pellicano_Helene
Morisaki_Kanako Montgomery_Robin
Samudio_Antonia Hanatani_Nagi
Kerkhove_Lesley Jokic_Katarina
Jang_Su-Jeong Sama_Sathwika
Perez_Ellen Amiraghyan_Ani
Liang_En-shuo Khirin_Nicole
Rogowska_Olivia Wirges_Angelina
Van_Chanelle Laskutova_Ksenia
Bulgaru_Miriam Yadav_Mihika
Nagy_Adrienn Hatouka_Yuliya
Ma_Shuyue Maitane_Usue
Kozarov_Katarina Williams_Serena
Appleton_Emily Luca_Reka
Doroshina_Olga Cuk_Pia
Granwehr_Alina Paoletti_Matilde
Errani_Sara Satralova_Denisa
Blinkova_Anna Palkina_Ksenia
Luangnam_Nudnida Salvi_Linda
Grabher_Julia Pachkaleva_Taisya
Popovic_Ivana Zhu_Amy
Parazinskaite_Akvile Katic_Vlada
Dentoni_Corinna Astakhova_Darya
Djoubri_Salma Gavrila_Oana
Morisaki_Kanako Samudio_Antonia
Kerkhove_Lesley Jang_Su-Jeong
Liang_En-shuo Perez_Ellen
Rogowska_Olivia Van_Chanelle
Nagy_Adrienn Bulgaru_Miriam
Kozarov_Katarina Ma_Shuyue
Appleton_Emily Doroshina_Olga
Errani_Sara Granwehr_Alina
Luangnam_Nudnida Blinkova_Anna
Popovic_Ivana Grabher_Julia
Parazinskaite_Akvile Dentoni_Corinna
Djoubri_Salma Morisaki_Kanako
Liang_En-shuo Kerkhove_Lesley
Rogowska_Olivia Nagy_Adrienn
Kozarov_Katarina Appleton_Emily
Errani_Sara Luangnam_Nudnida
Parazinskaite_Akvile Popovic_Ivana
Djoubri_Salma Liang_En-shuo
Kozarov_Katarina Rogowska_Olivia
Errani_Sara Parazinskaite_Akvile
Djoubri_Salma Kozarov_Katarina
Errani_Sara Djoubri_Salma
enregistrement_tournoi New-York 2021
Rossi_Federica Maristany_Guiomar
Grammatikopoulou_Valentini Babos_Timea
Lemoine_Quirine Djoubri_Salma
Hsu_Chieh-yu Saidenova_Noel
Bjorklund_Mirjam Arseneault_Ariana
Charaeva_Alina Turati_Anna
Karatantcheva_Sesil Guo_Shanshan
Luikham_Jennifer Zidansek_Tamara
Bolkvadze_Mariam Burrage_Jodie
Li_Ann Radanovic_Dejana
Renee_Andrea Lorenzo_Francesca
Tomljanovic_Ajla Mrdeza_Tereza
Arshinkova_Petia Vroome_Indy
Fiquet_Tiphanie Zimmermann_Kimberley
Bojovic_Jana Romeo_Caroline
Failla_Jessica Zavatska_Katarina
Malygina_Elena Glushko_Julia
Yastremska_Dayana Bai_Alison
Konta_Johanna Katic_Vlada
Maria_Tatjana Khromacheva_Irina
Siskova_Anna Berankova_Karolina
Mitu_Andreea Laskutova_Ksenia
Evtimova_Dia Bouchard_Eugenie
Broady_Naomi Piter_Katarzyna
Bencic_Belinda Avdeeva_Julia
Sasnovich_Aliaksandra Skamlova_Chantal
Lepchenko_Varvara Isaeva_Anhzelika
Masarova_Rebeka Gaspar_Ioana
Cherubini_Diletta Vedder_Eva
Chanta_Aunchisa Olyanovskaya_Valeriya
Osuigwe_Whitney Kalieva_Elvina
Anderson_Robin Dodin_Oceane
Chlpac_Agustina Belgraver_Julie
Yi_Ya Rusova_Alica
Van_Chanelle Sawangkaew_Mananchaya
Molinaro_Eleonora Lukacs_Vanda
Chaudhari_Vaidehi Tsurenko_Lesia
Aksu_Ayla Arcidiacono_Federica
Carrillo_Alba Sebov_Katherine
Burger_Cindy Kolzer_Romy
Shimizu_Ayano Appleton_Emily
Uchijima_Moyuka Bhunu_Valeria
Parres_Olga Vikhlyantseva_Natalia
Wu_Ho-Ching Stollar_Fanny
Papamichail_Despina Bandecchi_Susan
Berberovic_Nefisa Oosterhout_Erica
Djakovic_Mihaela Pigato_Lisa
Zanevska_Maryna Xu_Shilin
Lee_Gabriela Kudashova_Daria
Khirin_Nicole Miklova_Barbora
Kimmelmann_Julia Matusova_Barbora
Alexandrova_Ekaterina PantuCkova_Magdalena
Harrison_Catherine Sabalenka_Aryna
Colmegna_Martina Nahimana_Sada
Morderger_Tayisiya Brancaccio_Nuria
Dentoni_Corinna Scala_Camilla
Minella_Mandy Buyukakçay_Çagla
Bechri_Chiraz Hourigan_Paige
Celik_Susanne Govortsova_Olga
Chang_Kai-chen Hon_Priscilla
Meliss_Verena PotoCnik_Nina
Schoofs_Bibiane Liu_Claire
Lu_Jiajing Shimizu_Eri
Tran_Lian Curovic_Tamara
Rossi_Federica Grammatikopoulou_Valentini
Lemoine_Quirine Hsu_Chieh-yu
Bjorklund_Mirjam Charaeva_Alina
Karatantcheva_Sesil Luikham_Jennifer
Li_Ann Bolkvadze_Mariam
Tomljanovic_Ajla Renee_Andrea
Arshinkova_Petia Fiquet_Tiphanie
Bojovic_Jana Failla_Jessica
Malygina_Elena Yastremska_Dayana
Maria_Tatjana Konta_Johanna
Siskova_Anna Mitu_Andreea
Broady_Naomi Evtimova_Dia
Bencic_Belinda Sasnovich_Aliaksandra
Lepchenko_Varvara Masarova_Rebeka
Chanta_Aunchisa Cherubini_Diletta
Osuigwe_Whitney Anderson_Robin
Yi_Ya Chlpac_Agustina
Molinaro_Eleonora Van_Chanelle
Chaudhari_Vaidehi Aksu_Ayla
Burger_Cindy Carrillo_Alba
Shimizu_Ayano Uchijima_Moyuka
Wu_Ho-Ching Parres_Olga
Papamichail_Despina Berberovic_Nefisa
Djakovic_Mihaela Zanevska_Maryna
Lee_Gabriela Khirin_Nicole
Kimmelmann_Julia Alexandrova_Ekaterina
Harrison_Catherine Colmegna_Martina
Dentoni_Corinna Morderger_Tayisiya
Bechri_Chiraz Minella_Mandy
Chang_Kai-chen Celik_Susanne
Meliss_Verena Schoofs_Bibiane
Lu_Jiajing Tran_Lian
Lemoine_Quirine Rossi_Federica
Bjorklund_Mirjam Karatantcheva_Sesil
Tomljanovic_Ajla Li_Ann
Bojovic_Jana Arshinkova_Petia
Malygina_Elena Maria_Tatjana
Broady_Naomi Siskova_Anna
Lepchenko_Varvara Bencic_Belinda
Osuigwe_Whitney Chanta_Aunchisa
Molinaro_Eleonora Yi_Ya
Chaudhari_Vaidehi Burger_Cindy
Wu_Ho-Ching Shimizu_Ayano
Papamichail_Despina Djakovic_Mihaela
Kimmelmann_Julia Lee_Gabriela
Harrison_Catherine Dentoni_Corinna
Chang_Kai-chen Bechri_Chiraz
Lu_Jiajing Meliss_Verena
Bjorklund_Mirjam Lemoine_Quirine
Bojovic_Jana Tomljanovic_Ajla
Malygina_Elena Broady_Naomi
Lepchenko_Varvara Osuigwe_Whitney
Chaudhari_Vaidehi Molinaro_Eleonora
Papamichail_Despina Wu_Ho-Ching
Kimmelmann_Julia Harrison_Catherine
Chang_Kai-chen Lu_Jiajing
Bjorklund_Mirjam Bojovic_Jana
Lepchenko_Varvara Malygina_Elena
Papamichail_Despina Chaudhari_Vaidehi
Kimmelmann_Julia Chang_Kai-chen
Bjorklund_Mirjam Lepchenko_Varvara
Kimmelmann_Julia Papamichail_Despina
Kimmelmann_Julia Bjorklund_Mirjam
exit
